87,6,1,高级语言程序设计（Python）,94,2004
88,6,1,Python语言程序设计,53,1887
89,6,1,VB.NET程序设计,82,2016
90,6,1,计算机程序设计（C++）,54,1982
91,7,1,App Inventor-零基础Android移动应用开发,73,2123
92,7,1,程序设计与算法（三）C++面向对象程序设计,78,1877
93,7,1,Python云端系统开发入门,82,1638
94,7,1,C语言程序设计进阶,66,1527
95,7,1,零基础学Python语言CAP,67,1684
96,7,1,高级语言程序设计（Python）CAP,61,1724
97,7,1,Python机器学习应用,81,1636
98,7,1,C语言程序设计——快速入门与提高,73,2048
99,7,1,Python游戏开发入门,71,1562
100,7,1,高级语言程序设计（Python）,88,1466
101,7,1,Python语言程序设计,95,2055
102,7,1,VB.NET程序设计,76,2097
103,7,1,计算机程序设计（C++）,66,1992
104,8,1,App Inventor-零基础Android移动应用开发,71,1478
105,8,1,程序设计与算法（三）C++面向对象程序设计,76,1476
106,8,1,Python云端系统开发入门,94,1837
107,8,1,C语言程序设计进阶,54,2152
108,8,1,零基础学Python语言CAP,73,1778
109,8,1,高级语言程序设计（Python）CAP,62,1785
110,8,1,Python机器学习应用,51,1756
111,8,1,C语言程序设计——快速入门与提高,66,1977
112,8,1,Python游戏开发入门,76,2010
113,8,1,高级语言程序设计（Python）,79,1869
114,8,1,Python语言程序设计,63,1518
115,8,1,VB.NET程序设计,77,1995
116,8,1,计算机程序设计（C++）,93,1484
117,9,1,App Inventor-零基础Android移动应用开发,50,1641
118,9,1,程序设计与算法（三）C++面向对象程序设计,77,1671
119,9,1,Python云端系统开发入门,80,2132
120,9,1,C语言程序设计进阶,61,1673
121,9,1,零基础学Python语言CAP,88,1925
122,9,1,高级语言程序设计（Python）CAP,64,1875
123,9,1,Python机器学习应用,98,1998
124,9,1,C语言程序设计——快速入门与提高,60,1649
125,9,1,Python游戏开发入门,63,2092
126,9,1,高级语言程序设计（Python）,50,1781
127,9,1,Python语言程序设计,62,1596
128,9,1,VB.NET程序设计,69,1786
129,9,1,计算机程序设计（C++）,73,2157
130,10,1,App Inventor-零基础Android移动应用开发,59,1590
131,10,1,程序设计与算法（三）C++面向对象程序设计,54,1491
132,10,1,Python云端系统开发入门,61,1620
133,10,1,C语言程序设计进阶,51,2075
134,10,1,零基础学Python语言CAP,92,2005
135,10,1,高级语言程序设计（Python）CAP,59,2139
136,10,1,Python机器学习应用,89,1988
137,10,1,C语言程序设计——快速入门与提高,69,1821
138,10,1,Python游戏开发入门,68,1942
139,10,1,高级语言程序设计（Python）,53,1511
140,10,1,Python语言程序设计,51,1570
141,10,1,VB.NET程序设计,71,1841
142,10,1,计算机程序设计（C++）,93,1645
143,11,1,App Inventor-零基础Android移动应用开发,51,1880
144,11,1,程序设计与算法（三）C++面向对象程序设计,91,1554
145,11,1,Python云端系统开发入门,53,1889
146,11,1,C语言程序设计进阶,73,2011
147,11,1,零基础学Python语言CAP,69,2026
148,11,1,高级语言程序设计（Python）CAP,66,1548
149,11,1,Python机器学习应用,87,2110
150,11,1,C语言程序设计——快速入门与提高,100,1836
151,11,1,Python游戏开发入门,75,1516
152,11,1,高级语言程序设计（Python）,79,1529
153,11,1,Python语言程序设计,72,1948
154,11,1,VB.NET程序设计,82,1744
155,11,1,计算机程序设计（C++）,80,2032
156,12,1,App Inventor-零基础Android移动应用开发,77,2030
157,12,1,程序设计与算法（三）C++面向对象程序设计,54,1599
158,12,1,Python云端系统开发入门,83,1679
159,12,1,C语言程序设计进阶,76,1919
160,12,1,零基础学Python语言CAP,55,1795
161,12,1,高级语言程序设计（Python）CAP,95,2151
162,12,1,Python机器学习应用,100,1699
163,12,1,C语言程序设计——快速入门与提高,65,1695
164,12,1,Python游戏开发入门,66,2018
165,12,1,高级语言程序设计（Python）,57,1957
166,12,1,Python语言程序设计,100,2103
167,12,1,VB.NET程序设计,97,1838
168,12,1,计算机程序设计（C++）,64,1448
169,13,1,App Inventor-零基础Android移动应用开发,86,1999
170,13,1,程序设计与算法（三）C++面向对象程序设计,72,1800
171,13,1,Python云端系统开发入门,54,1665
172,13,1,C语言程序设计进阶,57,2035
173,13,1,零基础学Python语言CAP,58,1938
174,13,1,高级语言程序设计（Python）CAP,50,1646
175,13,1,Python机器学习应用,97,1673
176,13,1,C语言程序设计——快速入门与提高,61,1650
177,13,1,Python游戏开发入门,59,1728
178,13,1,高级语言程序设计（Python）,81,2123
179,13,1,Python语言程序设计,95,1869
180,13,1,VB.NET程序设计,81,2142
181,13,1,计算机程序设计（C++）,98,1766
182,14,1,App Inventor-零基础Android移动应用开发,83,2107
183,14,1,程序设计与算法（三）C++面向对象程序设计,83,1782
184,14,1,Python云端系统开发入门,67,1959
185,14,1,C语言程序设计进阶,69,1806
186,14,1,零基础学Python语言CAP,100,1488
187,14,1,高级语言程序设计（Python）CAP,91,1780
188,14,1,Python机器学习应用,99,1497
189,14,1,C语言程序设计——快速入门与提高,86,1776
190,14,1,Python游戏开发入门,57,1989
191,14,1,高级语言程序设计（Python）,89,1751
192,14,1,Python语言程序设计,81,1675
193,14,1,VB.NET程序设计,93,1493
194,14,1,计算机程序设计（C++）,73,1585
195,15,1,App Inventor-零基础Android移动应用开发,87,1972
196,15,1,程序设计与算法（三）C++面向对象程序设计,100,1699
197,15,1,Python云端系统开发入门,59,2097
198,15,1,C语言程序设计进阶,98,2137
199,15,1,零基础学Python语言CAP,60,1930
200,15,1,高级语言程序设计（Python）CAP,64,1542
201,15,1,Python机器学习应用,65,1872
202,15,1,C语言程序设计——快速入门与提高,63,1600
203,15,1,Python游戏开发入门,91,1658
204,15,1,高级语言程序设计（Python）,84,2117
205,15,1,Python语言程序设计,90,2150
206,15,1,VB.NET程序设计,99,1606
207,15,1,计算机程序设计（C++）,77,1868
208,16,1,App Inventor-零基础Android移动应用开发,85,1521
209,16,1,程序设计与算法（三）C++面向对象程序设计,67,1855
210,16,1,Python云端系统开发入门,54,1520
211,16,1,C语言程序设计进阶,53,1681
212,16,1,零基础学Python语言CAP,68,1542
213,16,1,高级语言程序设计（Python）CAP,79,1769
214,16,1,Python机器学习应用,77,1681
215,16,1,C语言程序设计——快速入门与提高,61,1775
216,16,1,Python游戏开发入门,70,1690
217,16,1,高级语言程序设计（Python）,52,2018
218,16,1,Python语言程序设计,58,1891
219,16,1,VB.NET程序设计,76,1566
220,16,1,计算机程序设计（C++）,62,1954
221,17,1,App Inventor-零基础Android移动应用开发,99,1700
222,17,1,程序设计与算法（三）C++面向对象程序设计,56,1821
223,17,1,Python云端系统开发入门,62,1454
224,17,1,C语言程序设计进阶,91,1853
225,17,1,零基础学Python语言CAP,62,1552
226,17,1,高级语言程序设计（Python）CAP,68,2073
227,17,1,Python机器学习应用,92,1711
228,17,1,C语言程序设计——快速入门与提高,82,1658
229,17,1,Python游戏开发入门,60,1737
230,17,1,高级语言程序设计（Python）,59,1901
231,17,1,Python语言程序设计,97,1976
232,17,1,VB.NET程序设计,71,1961
233,17,1,计算机程序设计（C++）,96,2025
234,18,1,App Inventor-零基础Android移动应用开发,67,2108
235,18,1,程序设计与算法（三）C++面向对象程序设计,55,2089
236,18,1,Python云端系统开发入门,97,2114
237,18,1,C语言程序设计进阶,53,1714
238,18,1,零基础学Python语言CAP,57,1494
239,18,1,高级语言程序设计（Python）CAP,84,1880
240,18,1,Python机器学习应用,99,2082
241,18,1,C语言程序设计——快速入门与提高,54,1938
242,18,1,Python游戏开发入门,58,1480
243,18,1,高级语言程序设计（Python）,88,1841
244,18,1,Python语言程序设计,73,1449
245,18,1,VB.NET程序设计,57,1594
246,18,1,计算机程序设计（C++）,54,1752
247,19,1,App Inventor-零基础Android移动应用开发,84,1834
248,19,1,程序设计与算法（三）C++面向对象程序设计,80,1588
249,19,1,Python云端系统开发入门,60,1624
250,19,1,C语言程序设计进阶,53,1654
251,19,1,零基础学Python语言CAP,67,1446
252,19,1,高级语言程序设计（Python）CAP,93,1771
253,19,1,Python机器学习应用,75,1844
254,19,1,C语言程序设计——快速入门与提高,77,1928
255,19,1,Python游戏开发入门,87,1749
256,19,1,高级语言程序设计（Python）,78,2109
257,19,1,Python语言程序设计,62,1890
258,19,1,VB.NET程序设计,82,1982
259,19,1,计算机程序设计（C++）,100,1732
260,20,1,App Inventor-零基础Android移动应用开发,83,1563
261,20,1,程序设计与算法（三）C++面向对象程序设计,57,1960
262,20,1,Python云端系统开发入门,80,1893
263,20,1,C语言程序设计进阶,56,1455
264,20,1,零基础学Python语言CAP,97,2056
265,20,1,高级语言程序设计（Python）CAP,88,1519
266,20,1,Python机器学习应用,90,1459
267,20,1,C语言程序设计——快速入门与提高,96,1748
268,20,1,Python游戏开发入门,67,1638
269,20,1,高级语言程序设计（Python）,78,1543
270,20,1,Python语言程序设计,89,2022
271,20,1,VB.NET程序设计,66,1591
272,20,1,计算机程序设计（C++）,70,1847
273,21,1,App Inventor-零基础Android移动应用开发,51,1618
274,21,1,程序设计与算法（三）C++面向对象程序设计,94,2130
275,21,1,Python云端系统开发入门,78,1549
276,21,1,C语言程序设计进阶,53,2110
277,21,1,零基础学Python语言CAP,54,1619
278,21,1,高级语言程序设计（Python）CAP,85,1796
279,21,1,Python机器学习应用,63,1498
280,21,1,C语言程序设计——快速入门与提高,97,2100
281,21,1,Python游戏开发入门,90,1992
282,21,1,高级语言程序设计（Python）,67,1822
283,21,1,Python语言程序设计,63,1843
284,21,1,VB.NET程序设计,79,1491
285,21,1,计算机程序设计（C++）,77,1589
286,22,1,App Inventor-零基础Android移动应用开发,71,1734
287,22,1,程序设计与算法（三）C++面向对象程序设计,70,1867
288,22,1,Python云端系统开发入门,78,1964
289,22,1,C语言程序设计进阶,91,1685
290,22,1,零基础学Python语言CAP,98,1771
291,22,1,高级语言程序设计（Python）CAP,89,2126
292,22,1,Python机器学习应用,92,1633
293,22,1,C语言程序设计——快速入门与提高,63,1756
294,22,1,Python游戏开发入门,74,1599
295,22,1,高级语言程序设计（Python）,55,1755
296,22,1,Python语言程序设计,83,2105
297,22,1,VB.NET程序设计,62,1959
298,22,1,计算机程序设计（C++）,60,1994
299,23,1,App Inventor-零基础Android移动应用开发,87,1984
300,23,1,程序设计与算法（三）C++面向对象程序设计,56,1765
301,23,1,Python云端系统开发入门,100,1998
302,23,1,C语言程序设计进阶,92,1444
303,23,1,零基础学Python语言CAP,69,1685
304,23,1,高级语言程序设计（Python）CAP,77,1541
305,23,1,Python机器学习应用,88,1560
306,23,1,C语言程序设计——快速入门与提高,77,1440
307,23,1,Python游戏开发入门,85,1939
308,23,1,高级语言程序设计（Python）,96,1857
309,23,1,Python语言程序设计,70,1834
310,23,1,VB.NET程序设计,90,2109
311,23,1,计算机程序设计（C++）,66,1880
312,24,1,App Inventor-零基础Android移动应用开发,89,1636
313,24,1,程序设计与算法（三）C++面向对象程序设计,96,1615
314,24,1,Python云端系统开发入门,62,1944
315,24,1,C语言程序设计进阶,87,1495
316,24,1,零基础学Python语言CAP,70,2017
317,24,1,高级语言程序设计（Python）CAP,88,1635
318,24,1,Python机器学习应用,79,1727
319,24,1,C语言程序设计——快速入门与提高,71,1783
320,24,1,Python游戏开发入门,73,1568
321,24,1,高级语言程序设计（Python）,89,1678
322,24,1,Python语言程序设计,91,1447
323,24,1,VB.NET程序设计,93,2116
324,24,1,计算机程序设计（C++）,56,1665
325,25,1,App Inventor-零基础Android移动应用开发,92,1709
326,25,1,程序设计与算法（三）C++面向对象程序设计,99,1957
327,25,1,Python云端系统开发入门,78,1571
328,25,1,C语言程序设计进阶,73,1988
329,25,1,零基础学Python语言CAP,73,2133
330,25,1,高级语言程序设计（Python）CAP,78,1471
331,25,1,Python机器学习应用,60,2055
332,25,1,C语言程序设计——快速入门与提高,51,1858
333,25,1,Python游戏开发入门,69,1541
334,25,1,高级语言程序设计（Python）,83,1711
335,25,1,Python语言程序设计,64,1888
336,25,1,VB.NET程序设计,68,2043
337,25,1,计算机程序设计（C++）,74,1919
338,26,1,App Inventor-零基础Android移动应用开发,75,1527
339,26,1,程序设计与算法（三）C++面向对象程序设计,63,1896
340,26,1,Python云端系统开发入门,64,1900
341,26,1,C语言程序设计进阶,90,1613
342,26,1,零基础学Python语言CAP,88,1757
343,26,1,高级语言程序设计（Python）CAP,70,1507
344,26,1,Python机器学习应用,58,1902
345,26,1,C语言程序设计——快速入门与提高,71,1930
346,26,1,Python游戏开发入门,63,2139
347,26,1,高级语言程序设计（Python）,99,1815
348,26,1,Python语言程序设计,75,1693
349,26,1,VB.NET程序设计,85,1706
350,26,1,计算机程序设计（C++）,84,1866
351,27,1,App Inventor-零基础Android移动应用开发,98,1948
352,27,1,程序设计与算法（三）C++面向对象程序设计,74,1979
353,27,1,Python云端系统开发入门,88,1713
354,27,1,C语言程序设计进阶,53,1614
355,27,1,零基础学Python语言CAP,81,1941
356,27,1,高级语言程序设计（Python）CAP,87,1561
357,27,1,Python机器学习应用,79,1466
358,27,1,C语言程序设计——快速入门与提高,69,1731
359,27,1,Python游戏开发入门,80,1493
360,27,1,高级语言程序设计（Python）,83,2056
361,27,1,Python语言程序设计,68,1654
362,27,1,VB.NET程序设计,95,1653
363,27,1,计算机程序设计（C++）,90,1473
364,28,1,App Inventor-零基础Android移动应用开发,88,1567
365,28,1,程序设计与算法（三）C++面向对象程序设计,84,1937
366,28,1,Python云端系统开发入门,66,2065
367,28,1,C语言程序设计进阶,55,1840
368,28,1,零基础学Python语言CAP,98,1813
369,28,1,高级语言程序设计（Python）CAP,66,2146
370,28,1,Python机器学习应用,50,1678
371,28,1,C语言程序设计——快速入门与提高,80,1694
372,28,1,Python游戏开发入门,71,2077
373,28,1,高级语言程序设计（Python）,50,1551
374,28,1,Python语言程序设计,67,1538
375,28,1,VB.NET程序设计,62,2153
376,28,1,计算机程序设计（C++）,94,1795
377,29,1,App Inventor-零基础Android移动应用开发,69,1882
378,29,1,程序设计与算法（三）C++面向对象程序设计,90,1915
379,29,1,Python云端系统开发入门,99,1864
380,29,1,C语言程序设计进阶,79,1757
381,29,1,零基础学Python语言CAP,79,1673
382,29,1,高级语言程序设计（Python）CAP,96,2119
383,29,1,Python机器学习应用,75,1950
384,29,1,C语言程序设计——快速入门与提高,65,1605
385,29,1,Python游戏开发入门,56,2023
386,29,1,高级语言程序设计（Python）,91,1961
387,29,1,Python语言程序设计,65,1672
388,29,1,VB.NET程序设计,58,2135
389,29,1,计算机程序设计（C++）,77,1533
390,30,1,App Inventor-零基础Android移动应用开发,68,1806
391,30,1,程序设计与算法（三）C++面向对象程序设计,93,1536
392,30,1,Python云端系统开发入门,69,1611
393,30,1,C语言程序设计进阶,89,1642
394,30,1,零基础学Python语言CAP,70,1589
395,30,1,高级语言程序设计（Python）CAP,79,1965
396,30,1,Python机器学习应用,96,1967
397,30,1,C语言程序设计——快速入门与提高,62,1777
398,30,1,Python游戏开发入门,67,1883
399,30,1,高级语言程序设计（Python）,83,1570
400,30,1,Python语言程序设计,68,1772
401,30,1,VB.NET程序设计,86,2005
402,30,1,计算机程序设计（C++）,93,1625
403,31,1,App Inventor-零基础Android移动应用开发,94,2072
404,31,1,程序设计与算法（三）C++面向对象程序设计,71,2141
405,31,1,Python云端系统开发入门,81,1521
406,31,1,C语言程序设计进阶,65,1538
407,31,1,零基础学Python语言CAP,89,1549
408,31,1,高级语言程序设计（Python）CAP,74,2135
409,31,1,Python机器学习应用,86,1840
410,31,1,C语言程序设计——快速入门与提高,99,1933
411,31,1,Python游戏开发入门,82,1538
412,31,1,高级语言程序设计（Python）,61,1631
413,31,1,Python语言程序设计,79,1592
414,31,1,VB.NET程序设计,99,2029
415,31,1,计算机程序设计（C++）,91,1763
416,32,1,App Inventor-零基础Android移动应用开发,53,1722
417,32,1,程序设计与算法（三）C++面向对象程序设计,52,2054
418,32,1,Python云端系统开发入门,89,2070
419,32,1,C语言程序设计进阶,65,1750
420,32,1,零基础学Python语言CAP,88,1778
421,32,1,高级语言程序设计（Python）CAP,63,2154
422,32,1,Python机器学习应用,69,2068
423,32,1,C语言程序设计——快速入门与提高,58,1615
424,32,1,Python游戏开发入门,81,1861
425,32,1,高级语言程序设计（Python）,55,1500
426,32,1,Python语言程序设计,56,2084
427,32,1,VB.NET程序设计,70,2154
428,32,1,计算机程序设计（C++）,93,1501
429,33,1,App Inventor-零基础Android移动应用开发,59,1800
430,33,1,程序设计与算法（三）C++面向对象程序设计,73,2149
431,33,1,Python云端系统开发入门,96,1990
432,33,1,C语言程序设计进阶,74,1795
433,33,1,零基础学Python语言CAP,65,1663
434,33,1,高级语言程序设计（Python）CAP,94,1844
435,33,1,Python机器学习应用,93,1566
436,33,1,C语言程序设计——快速入门与提高,61,2003
437,33,1,Python游戏开发入门,66,1758
438,33,1,高级语言程序设计（Python）,64,1760
439,33,1,Python语言程序设计,68,1460
440,33,1,VB.NET程序设计,89,1710
441,33,1,计算机程序设计（C++）,59,1890
442,34,1,App Inventor-零基础Android移动应用开发,80,1626
443,34,1,程序设计与算法（三）C++面向对象程序设计,99,1929
444,34,1,Python云端系统开发入门,51,1871
445,34,1,C语言程序设计进阶,52,1530
446,34,1,零基础学Python语言CAP,96,1916
447,34,1,高级语言程序设计（Python）CAP,58,2016
448,34,1,Python机器学习应用,98,1630
449,34,1,C语言程序设计——快速入门与提高,58,1979
450,34,1,Python游戏开发入门,84,1836
451,34,1,高级语言程序设计（Python）,66,1942
452,34,1,Python语言程序设计,78,1788
453,34,1,VB.NET程序设计,91,2071
454,34,1,计算机程序设计（C++）,60,1650
455,35,1,App Inventor-零基础Android移动应用开发,53,1753
456,35,1,程序设计与算法（三）C++面向对象程序设计,66,2005
457,35,1,Python云端系统开发入门,74,2081
458,35,1,C语言程序设计进阶,88,1841
459,35,1,零基础学Python语言CAP,86,1931
460,35,1,高级语言程序设计（Python）CAP,87,1660
461,35,1,Python机器学习应用,91,2138
462,35,1,C语言程序设计——快速入门与提高,76,1675
463,35,1,Python游戏开发入门,67,2137
464,35,1,高级语言程序设计（Python）,78,1664
465,35,1,Python语言程序设计,64,1604
466,35,1,VB.NET程序设计,98,1508
467,35,1,计算机程序设计（C++）,89,1481
468,36,1,App Inventor-零基础Android移动应用开发,86,1739
469,36,1,程序设计与算法（三）C++面向对象程序设计,68,1751
470,36,1,Python云端系统开发入门,65,1772
471,36,1,C语言程序设计进阶,100,1783
472,36,1,零基础学Python语言CAP,56,1721
473,36,1,高级语言程序设计（Python）CAP,64,1797
474,36,1,Python机器学习应用,57,1861
475,36,1,C语言程序设计——快速入门与提高,69,1682
476,36,1,Python游戏开发入门,66,2033
477,36,1,高级语言程序设计（Python）,82,1734
478,36,1,Python语言程序设计,85,1735
479,36,1,VB.NET程序设计,92,1774
480,36,1,计算机程序设计（C++）,95,1954
481,37,1,App Inventor-零基础Android移动应用开发,76,1988
482,37,1,程序设计与算法（三）C++面向对象程序设计,53,1977
483,37,1,Python云端系统开发入门,74,1844
484,37,1,C语言程序设计进阶,56,1976
485,37,1,零基础学Python语言CAP,75,1748
486,37,1,高级语言程序设计（Python）CAP,89,2147
487,37,1,Python机器学习应用,74,1638
488,37,1,C语言程序设计——快速入门与提高,83,1819
489,37,1,Python游戏开发入门,59,2039
490,37,1,高级语言程序设计（Python）,93,1987
491,37,1,Python语言程序设计,100,1707
492,37,1,VB.NET程序设计,74,1504
493,37,1,计算机程序设计（C++）,98,2029
494,38,1,App Inventor-零基础Android移动应用开发,78,1994
495,38,1,程序设计与算法（三）C++面向对象程序设计,64,2108
496,38,1,Python云端系统开发入门,97,1899
497,38,1,C语言程序设计进阶,77,1999
498,38,1,零基础学Python语言CAP,59,1828
499,38,1,高级语言程序设计（Python）CAP,96,2097
500,38,1,Python机器学习应用,58,1616
501,38,1,C语言程序设计——快速入门与提高,54,2074
502,38,1,Python游戏开发入门,55,1993
503,38,1,高级语言程序设计（Python）,91,2140
504,38,1,Python语言程序设计,94,1519
505,38,1,VB.NET程序设计,93,1748
506,38,1,计算机程序设计（C++）,65,1719
507,39,1,App Inventor-零基础Android移动应用开发,92,1882
508,39,1,程序设计与算法（三）C++面向对象程序设计,89,1731
509,39,1,Python云端系统开发入门,92,2158
510,39,1,C语言程序设计进阶,91,1603
511,39,1,零基础学Python语言CAP,53,1960
512,39,1,高级语言程序设计（Python）CAP,71,2051
513,39,1,Python机器学习应用,98,1454
514,39,1,C语言程序设计——快速入门与提高,57,1988
515,39,1,Python游戏开发入门,92,1466
516,39,1,高级语言程序设计（Python）,73,1529
517,39,1,Python语言程序设计,66,1743
518,39,1,VB.NET程序设计,94,2115
519,39,1,计算机程序设计（C++）,50,1651
520,40,1,App Inventor-零基础Android移动应用开发,55,1716
521,40,1,程序设计与算法（三）C++面向对象程序设计,63,1898
522,40,1,Python云端系统开发入门,98,1902
523,40,1,C语言程序设计进阶,86,1981
524,40,1,零基础学Python语言CAP,63,2036
525,40,1,高级语言程序设计（Python）CAP,100,1506
526,40,1,Python机器学习应用,66,2024
527,40,1,C语言程序设计——快速入门与提高,69,1899
528,40,1,Python游戏开发入门,86,1567
529,40,1,高级语言程序设计（Python）,67,1655
530,40,1,Python语言程序设计,70,1553
531,40,1,VB.NET程序设计,64,1992
532,40,1,计算机程序设计（C++）,79,1644
533,41,1,App Inventor-零基础Android移动应用开发,79,1958
534,41,1,程序设计与算法（三）C++面向对象程序设计,70,1556
535,41,1,Python云端系统开发入门,56,1510
536,41,1,C语言程序设计进阶,76,1947
537,41,1,零基础学Python语言CAP,96,1838
538,41,1,高级语言程序设计（Python）CAP,60,2091
539,41,1,Python机器学习应用,60,1997
540,41,1,C语言程序设计——快速入门与提高,65,1683
541,41,1,Python游戏开发入门,86,1731
542,41,1,高级语言程序设计（Python）,53,1534
543,41,1,Python语言程序设计,100,2032
544,41,1,VB.NET程序设计,89,2157
545,41,1,计算机程序设计（C++）,53,1889
546,42,1,App Inventor-零基础Android移动应用开发,90,1618
547,42,1,程序设计与算法（三）C++面向对象程序设计,95,1923
548,42,1,Python云端系统开发入门,87,1474
549,42,1,C语言程序设计进阶,61,1523
550,42,1,零基础学Python语言CAP,72,1907
551,42,1,高级语言程序设计（Python）CAP,56,1540
552,42,1,Python机器学习应用,91,1986
553,42,1,C语言程序设计——快速入门与提高,90,1559
554,42,1,Python游戏开发入门,56,2011
555,42,1,高级语言程序设计（Python）,62,2056
556,42,1,Python语言程序设计,67,1879
557,42,1,VB.NET程序设计,90,1951
558,42,1,计算机程序设计（C++）,84,1907
559,43,1,App Inventor-零基础Android移动应用开发,87,1686
560,43,1,程序设计与算法（三）C++面向对象程序设计,85,1625
561,43,1,Python云端系统开发入门,84,1772
562,43,1,C语言程序设计进阶,79,1657
563,43,1,零基础学Python语言CAP,93,2147
564,43,1,高级语言程序设计（Python）CAP,83,1592
565,43,1,Python机器学习应用,89,2065
566,43,1,C语言程序设计——快速入门与提高,99,1965
567,43,1,Python游戏开发入门,93,1943
568,43,1,高级语言程序设计（Python）,88,1715
569,43,1,Python语言程序设计,80,1623
570,43,1,VB.NET程序设计,72,1486
571,43,1,计算机程序设计（C++）,75,1515
572,44,1,App Inventor-零基础Android移动应用开发,68,1589
573,44,1,程序设计与算法（三）C++面向对象程序设计,88,1936
574,44,1,Python云端系统开发入门,63,1873
575,44,1,C语言程序设计进阶,80,1524
576,44,1,零基础学Python语言CAP,77,2065
577,44,1,高级语言程序设计（Python）CAP,95,2155
578,44,1,Python机器学习应用,65,1996
579,44,1,C语言程序设计——快速入门与提高,72,1504
580,44,1,Python游戏开发入门,69,1809
581,44,1,高级语言程序设计（Python）,86,1948
582,44,1,Python语言程序设计,70,1565
583,44,1,VB.NET程序设计,77,2102
584,44,1,计算机程序设计（C++）,51,1687
